Screen title @ Exact,Cover title @ Exact,ID,Region,Release date,Developer,Publisher,Tags
Hyper Catalog CD-ROM 3: 1993 Summer@ハイパーカタログ CD-ROM 3: 1993 Summer,PC Engine Hyper Catalog CD-ROM 3@PCエンジン ハイパーカタログ CD-ROM 3,hypercatalog3,Japan,1993,Alfa System/Hudson,Shogakukan,#players:1 #genre:action>platformer:sim>strategy:rpg>dungeoncrawler #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja #unfinished:demo
Hyper Catalog 4@ハイパーカタログ 4,PC Engine Hyper Catalog CD-ROM 4: 1993 Winter@PCエンジン ハイパーカタログ CD-ROM 4: 1993 Winter,hypercatalog4,Japan,1993,Alfa System/Hudson,Shogakukan,#players:1 #genre:fighting:shmup>h:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja #unfinished:demo
Hyper Catalog 5@ハイパーカタログ 5,PC Engine Hyper Catalog CD-ROM 5: 1994 Spring@PCエンジン ハイパーカタログ CD-ROM 5: 1994 Spring,hypercatalog5,Japan,1994,Alfa System/Hudson,Shogakukan,#players:1 #genre:sim>strategy:rpg>j:smhup>v #addon:peripheral>cdromrom:expansion>supersystemcard #multigame:compilation #lang:ja #unfinished:demo
Hyper Catalog 6@ハイパーカタログ 6,PC Engine Hyper Catalog CD-ROM 6: 1994 Summer@PCエンジン ハイパーカタログ CD-ROM 6: 1994 Summer,hypercatalog6,Japan,1994,Alfa System/Hudson,Shogakukan,#players:1 #genre:sim>strategy:action:rpg #addon:peripheral>cdromrom:expansion>supersystemcard #disc:1>2 #multigame:compilation #lang:ja #unfinished:demo
Hyper Catalog 6@ハイパーカタログ 6,PC Engine Hyper Catalog CD-ROM 6: 1994 Summer@PCエンジン ハイパーカタログ CD-ROM 6: 1994 Summer,hypercatalog6,Japan,1994,Alfa System/Hudson,Shogakukan,#players:1 #genre:action>platformer:action:rpg #addon:peripheral>cdromrom:expansion>supersystemcard #disc:2>2 #multigame:compilation #lang:ja #unfinished:demo
Kisō Louga@Louga 機装ルーガ,Louga,kisoulouga,Japan,,Kogado,Kogado,#players:1 #genre:rpg>s #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Laplace no Ma@ラプラスの魔,Laplace no Ma@ラプラスの魔,laplacenoma,Japan,,Human,Human,#players:1 #genre:rpg>dungeoncrawler:adventure>survivalhorror #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:nec>pc88 #lang:ja #unfinished:demo
Mad Stalker: Full Metal Force,Mad Stalker: Full Metal Force,madstalkerfullmetalforce,Japan,,Kogado/Fill in Café,NEC Home Electronics,#players:2:vs #genre:action>hackandslash #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce #lang:ja #unfinished:demo
PopfulMail: Magical Fantasy Adventure@ぽっぷるメイル Magical Fantasy Adventure,PopfulMail: Magical Fantasy Adventure@ぽっぷるメイル PopfulMail: Magical Fantasy Adventure,popfulmail,Japan,,HuneX,NEC Home Electronics,#players:1 #genre:rpg>a:action #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #port:nec>pc88 #lang:ja #unfinished:demo
Record of Lodoss War II,Lodoss-tō Senki II: Record of Lodoss War@ロードス島戦記II Record of Lodoss War,lodosstousenki2,Japan,,Group SNE/Humming Bird,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #based:manganime #lang:ja #unfinished:demo
Ryūko no Ken@龍虎の拳,Ryūko no Ken@龍虎の拳,ryuukonoken,Japan,,Alfa System,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad6 #port:arcade #lang:ja:en:es #unfinished:demo
Seiya Monogatari: AnEarth Fantasy Stories@聖夜物語 AnEarth Fantasy Stories,Seiya Monogatari: AnEarth Fantasy Stories@聖夜物語 AnEarth Fantasy Stories,seiyamonogatariafs,Japan,,MediaWorks,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Snatcher CD・ROMantic: Pilot Disk@Cyber Punk Adventure: Snatcher CD・ROMantic: Pilot Disk,Snatcher CD・ROMantic: Pilot Disk@サイバーパンク・アドベンチャー●スナッチャー Snatcher CD・ROMantic: Pilot Disk,snatcher,Japan,1992-08-07,Konami,Konami,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard:rss #save:backup #port:nec>pc88 #lang:ja #unfinished:demo
Startling Odyssey II: Maryū Sensō@Startling Odyssey スタートリング オデッセイ II 魔境戦争,Startling Odyssey II: Maryū Sensō@Startling Odyssey スタートリング オデッセイ II 魔境戦争,startlingodyssey2maryuusensou,Japan,,RayForce,RayForce,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
Tentō-yō Demo Sample: Super-CD-Demo²@店頭用デモサンプル Super-CD-Demo²,Tentō-yō Demo Sample: Super-CD-Demo²@店頭用デモサンプル Super-CD-Demo²,supercddemo2,Japan,1995,Hudson,Hudson,#players:1 #genre:unknown #addon:peripheral>cdromrom #lang:ja #unfinished:demo
Tengai Makyō II / Dragon Slayer: The Legend of Heroes@天外魔境II / Dragon Slayer: The Legend of Heroes,Super CD-ROM² Taiken Soft Shū@Super CD-ROM² 体験ソフト集,supercdrom2taikensoftshuu,Japan,1991-12-13,Red/Falcom,Hudson,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #search:franchise>dragonslayer #lang:ja #unfinished:demo
The Legend of Xanadu: Kaze no Densetsu Xanadu@The Legend of Xanadu 風の伝説ザナドゥ,Kaze no Densetsu Xanadu@風の伝説ザナドゥ,kazenodensetsuxanadu,Japan,,Falcom,Falcom,#players:1 #genre:rpg>a #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #lang:ja #unfinished:demo
World Heroes 2,World Heroes 2@World Heroes 2 ワールドヒーローズ,worldheroes2,Japan,,Agenda,Hudson,#players:2:vs #genre:fighting #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce:controller>avenuepad3>avenuepad6 #port:arcade #lang:ja #unfinished:demo
AV Tanjō@AV誕生,AV Tanjō@AV誕生,avtanjou,Japan,1995-02-24,Games Express,Games Express,#players:1 #genre:sim>date>strategy #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed
AV Tanjō@AV誕生,AV Tanjō@AV誕生,avtanjou,Japan,1995-02-24,Games Express,Games Express,#players:1 #genre:sim>date>strategy #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed #alt:1
AV Tanjō@AV誕生,AV Tanjō@AV誕生,avtanjou,Japan,1995-02-24,Games Express,Games Express,#players:1 #genre:sim>date>strategy #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed #alt:2
Bikini Girls,Bikini Girls,bikinigirls,USA,1993,Excite,Excite,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom #lang:en #unlicensed
Bishōjo Janshi Idol Pai@美少女雀士アイドルパイ☆,Bishōjo Janshi Idol Pai@美少女雀士アイドルパイ☆,bishoujosenshiidolpai,Japan,1995-11,Games Express,Games Express,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>gamesexpresscard #save:backup #search:keyword>strip #lang:ja #unlicensed
CD Bishōjo Pachinko: Kyūma Yon Shimai@CD美少女パチンコ 球魔四姉妹,CD Bishōjo Pachinko: Kyūma Yon Shimai@CD美少女パチンコ 球魔四姉妹,cdbishoujopachinkokyuumayonshimai,Japan,1994,Games Express,Games Express,#players:1 #genre:parlor>pachinko>jackpot #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed
CD Hanafuda: Bishōjo Fanclub@CD花札 美少女ファンクラブ,CD Hanafuda: Bishōjo Fanclub@CD花札 美少女ファンクラブ,cdhanafudabishoujofanclub,Japan,1994,Games Express,Games Express,#players:1 #genre:board>hanafuda #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed
CD Mahjong: Bishōjo Chūshinha@CD麻雀 美少女中心派,CD Mahjong: Bishōjo Chūshinha@CD麻雀 美少女中心派,cdmahjongbishoujochuushinha,Japan,1993,Games Express,Games Express,#players:1 #genre:board>mahjong #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed
CD PachiSlo: Bishōjo Gambler@CDパチスロ 美少女ギャンブラー,CD PachiSlo: Bishōjo Gambler@CDパチスロ 美少女ギャンブラー,cdpachislobishoujogambler,Japan,1994,Games Express,Games Express,#players:1 #genre:parlor>jackpot #addon:peripheral>cdromrom:expansion>gamesexpresscard #search:keyword>strip #lang:ja #unlicensed
FX・Unit Yuki: The Henshin Engine@FX・Unit Yuki: FX・ユニット雪 The Henshin Engine,FX・Unit Yuki: The Henshin Engine@FX・Unit Yuki: FX・ユニット雪 The Henshin Engine,fxunityukithehenshinengine,USA,2018-04-12,SaruPro,SaruPro,#players:1 #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unlicensed:aftermarket
Ginga Fukei Densetsu Sapphire@銀河婦警伝説サファイア,Ginga Fukei Densetsu Sapphire@銀河婦警伝説サファイア,gingakukeisensetsusapphire,Japan,,CAProduction,PCE Works,#players:2:coop #genre:shmup>v #addon:peripheral>cdromrom:expansion>arcadecard:multitap>pce #reboxed #lang:ja #unlicensed
Hawiian Island Girls,Hawiian Island Girls,hawiianislandgirls,USA,1993,Excite,Excite,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom #lang:en #unlicensed
Henshin Engine@Henshin Engine ヘンシン・エンジン,Henshin Engine: The Game@Henshin Engine ヘンシン・エンジン The Game,fxunityukithehenshinengine,USA,,SaruPro,SaruPro,#players:1 #genre:action>platformer:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unfinished:demo #unlicensed:aftermarket
Hi-Leg Fantasy@Hi-Leg Fantasy ハイレグファンタジー,Hi-Leg Fantasy@Hi-Leg Fantasy ハイレグファンタジー,hilegfantasy,Japan,1994,Games Express,Games Express,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>gamesexpresscard #save:backup #search:keyword>strip #lang:ja #unlicensed
Hypernova Blast,Hypernova Blast,hypernovablast,USA,2014-09-08,MindRec/VodSound,MindRec,#players:5:coop #genre:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard:multitap>pce #lang:en #unlicensed:aftermarket
Implode,Implode,implode,USA,2002,MindRec,MindRec,#players:1 #genre:puzzle #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unlicensed:aftermarket
Insanity,Insanity,insanity,USA,2009-10-24,Aetherbyte,Aetherbyte,#players:1 #genre:action #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unlicensed:aftermarket
J Thunder,J・Thunder: Tsumetai Hada wa Shōjo wo Nurasu@J・サンダー 冷たい肌は少女を濡らす,jthunder,Japan,1999,,,#players:1 #genre:adventure #addon:peripheral>cdromrom #lang:ja #unlicensed
Jessie Jaeger in Cleopatra's Curse,Jessie Jaeger in Cleopatra's Curse,jessiejaegerincleopatrascurse,World,2022,Bold,Bold,#players:1 #genre:action>platformer:action>metroidvania #addon:peripheral>cdromrom:expansion>supersystemcard>arcadecard #save:backup #lang:en #unlicensed:aftermarket
Meteor Blaster DX,Meteor Blaster DX,meteorblasterdx,USA,2004,MindRec,MindRec,#players:1 #genre:shmup #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unlicensed:aftermarket
Meteor Blaster DX: 2013 Ver,Meteor Blaster DX,meteorblasterdx,USA,2013,MindRec,MindRec,#players:1 #genre:shmup #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #rev:1 #unlicensed:aftermarket
Mysterious Song,Mysterious Song,mysterioussong,USA,2011-11-27,Frozen Utopia/Nödtveidt,Frozen Utopia,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:en:fr:es #unlicensed:aftermarket
Mysterious Song,Mysterious Song,mysterioussong,USA,2015,Frozen Utopia/Nödtveidt,Frozen Utopia,#players:1 #genre:rpg>j #addon:peripheral>cdromrom:expansion>supersystemcard #save:backup #port:pc #lang:en:fr:es #rev:1 #unlicensed:aftermarket
Pyramid Plunder,Pyramid Plunder,pyramidplunder,USA,2013-03-03,Aetherbyte,Aetherbyte,#players:1 #genre:action>maze #addon:peripheral>cdromrom:expansion>supersystemcard #lang:en #unlicensed:aftermarket
Revival Chase,Revival Chase,revivalchase,USA,2013-01-28,Revival,Revival,#players:5:vs #genre:action>maze:shmup>h #addon:peripheral>cdromrom:expansion>supersystemcard:multitap #save:password #lang:en:fr #unlicensed:aftermarket
Shiawase Usagi: Happy Rabbit@しあわせうさぎ Happy Rabbit,Shiawase Usagi: Nureta Bishōjo: Hajimete Nanoni...@しあわせうさぎ 濡れた美少女 初めてなのに…,shiawaseusaginuretabishoujohajimetenanoni,Japan,1993-10-14,B-Project,Office Asia Kenkyuusho,#players:1 #genre:adventure:sim #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja #unlicensed
Shiawase Usagi 2: Toraware Usagi / Sailor Z@しあわせうさぎ2 とらわれうさぎ / セーラーZ,Shiawase Usagi II: Toraware Usagi Sailor Z@しあわせうさぎII とらわれうさぎ セーラーZ,shiawaseusagi2torawareusagisailorz,Japan,1995-08-01,B-Project,Office Asia Kenkyuusho,#players:1 #genre:adventure:sim #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja #unlicensed
Shinsetsu Shiawase Usagi@真説 しあわせうさぎ,Shinsetsu Shiawase Usagi@真説 しあわせうさぎ,shinsetsushiawaseusagi,Japan,1995-09-30,B-Project,Rabbit Soft Kenkyuusho,#players:1 #genre:adventure:sim #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja #unlicensed
Shinsetsu Shiawase Usagi 2@真説 しあわせうさぎ2,Shinsetsu Shiawase Usagi 2: Kairaku e no Invitation@真説 しあわせうさぎ2 快楽へのインビテーション,shinsetsushiawaseusagi2keni,Japan,1996-02-25,B-Project,Rabbit Soft Kenkyuusho,#players:1 #genre:adventure:sim #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja #unlicensed
The Local Girls of Hawaii,The Local Girls of Hawaii,thelocalgirlsofhawaii,USA,1993,Excite,Excite,#players:1 #genre:notagame>slideshow #addon:peripheral>cdromrom #lang:en #unlicensed
Tokimekitte Usagi@ときめきってうさぎ,Shinsetsu Shiawase Usagi f: Yūjō Yorimo Aiyoku@真説しあわせうさぎf 友情より愛欲,shinsetsushiawaseusagifyya,Japan,1997-09-10,B-Project,Rabbit Soft Kenkyuusho,#players:1 #genre:adventure #addon:peripheral>cdromrom:expansion>supersystemcard #search:keyword>strip #lang:ja #unlicensed
